label,text,char_count,word_count,text_clean,char_count_clean,word_count_clean
ham,But i have to. I like to have love and arrange.,47.0,11.0,like love arrange,17,3
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,104.0,16.0,yes really great bhaji told kallis best cricketer sachin world tough get,72,12
ham,You were supposed to wake ME up &gt,35.0,8.0,supposed wake gt,16,3
ham,Oic... I saw him too but i tot he din c me... I found a group liao...,69.0,17.0,oic saw tot din found group liao,32,7
ham,"Sorry, I'll call later",22.0,4.0,sorry call later,16,3
ham,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS,66.0,9.0,hey hey werethe monkeespeople say monkeyaround howdy gorgeous,61,8
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",94.0,19.0,sorry battery died come getting gram place,42,7
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",70.0,12.0,well done blimey exercise yeah kinda remember wot hmm,53,9
ham,I wont get concentration dear you know you are my mind and everything :-),73.0,14.0,wont get concentration dear know mind everything,48,7
ham,LOL ... Have you made plans for new years?,42.0,9.0,lol made plan new year,22,5
ham,10 min later k...,17.0,4.0,min later,9,2
ham,hanks lotsly!,13.0,2.0,hank lotsly,11,2
ham,Thanks for this hope you had a good day today,45.0,10.0,thanks hope good day today,26,5
ham,K:)k:)what are detail you want to transfer?acc no enough?,57.0,9.0,detail want transfer acc enough,31,5
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,105.0,21.0,ok tell stay yeah tough optimistic thing improve month,54,9
spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",164.0,28.0,loan purpose homeowner tenant welcome previously refused still help call free text back help,92,14
ham,Si si. I think ill go make those oreo truffles.,47.0,10.0,si si think ill go make oreo truffle,36,8
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY.",117.0,25.0,look amy ure beautiful intelligent woman like lot know like like worry,70,12
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,158.0,28.0,hope result consistently intelligent kind start asking practicum link keep ear open best ttyl,93,14
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",79.0,17.0,call cost guess isnt bad miss ya need ya want ya love ya,56,13
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,142.0,22.0,going thru different feeling wavering decision coping individual time heal everything believe,93,12
ham,Where did u go? My phone is gonna die you have to stay in here,62.0,15.0,go phone gon na die stay,24,6
ham,Great. Never been better. Each day gives even more reasons to thank God,71.0,13.0,great never better day give even reason thank god,49,9
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",175.0,29.0,upgrdcentre orange customer may claim free camera phone upgrade loyalty call offer end th july apply opt available,114,18
ham,"Sorry, I'll call later ok bye",29.0,6.0,sorry call later ok bye,23,5
ham,Ok i am on the way to railway,29.0,8.0,ok way railway,14,3
ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt,122.0,22.0,great princess love giving receiving oral doggy style fave position enjoy making love lt,88,14
ham,They don't put that stuff on the roads to keep it from getting slippery over there?,83.0,16.0,put stuff road keep getting slippery,36,6
ham,When are you going to ride your bike?,37.0,8.0,going ride bike,15,3
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop.",44.0,11.0,yup need jus wait rain stop,27,6
ham,There are many company. Tell me the language.,45.0,8.0,many company tell language,26,4
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,161.0,27.0,okmail dear dave final notice collect tenerife holiday cash award call landline tc sae box cw wx ppm,100,18
ham,"How long has it been since you screamed, princess?",50.0,9.0,long since screamed princess,28,4
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt",122.0,21.0,nothing meant money enters account bank remove flat rate someone transfered lt,78,12
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,159.0,27.0,want get laid tonight want real dogging location sent direct ur mob join uk largest dogging network txting moan nyt ec msg,122,22
ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),125.0,26.0,nice line said broken heart plz cum time infront wise trust good,64,12
ham,Ok I'm gonna head up to usf in like fifteen minutes,51.0,11.0,ok gon na head usf like fifteen minute,38,8
ham,Love you aathi..love u lot..,28.0,5.0,love aathi love lot,19,4
ham,Tension ah?what machi?any problem?,34.0,4.0,tension ah machi problem,24,4
ham,"K, can I pick up another 8th when you're done?",46.0,10.0,pick another th done,20,4
ham,When're you guys getting back? G said you were thinking about not staying for mcr,81.0,15.0,guy getting back said thinking staying mcr,42,7
ham,"Almost there, see u in a sec",28.0,7.0,almost see sec,14,3
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",90.0,17.0,yo carlos friend already asking working weekend,47,7
ham,Watching tv lor...,18.0,3.0,watching tv lor,15,3
ham,Thank you baby! I cant wait to taste the real thing...,54.0,11.0,thank baby cant wait taste real thing,37,7
ham,You should change your fb to jaykwon thuglyfe falconerf,55.0,9.0,change fb jaykwon thuglyfe falconerf,36,5
ham,If we win its really no 1 side for long time.,45.0,11.0,win really side long time,25,5
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",146.0,23.0,free message activate free text message replying message word free term condition visit www com,95,15
ham,Dear reached railway. What happen to you,40.0,7.0,dear reached railway happen,27,4
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",107.0,22.0,depends quality want type sent boye faded glory want ralphs maybe,65,11
ham,I think i've fixed it can you send a test message?,50.0,11.0,think fixed send test message,29,5
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",120.0,26.0,sorry man account dry would want could trade back half could buy shit credit card,81,15
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",160.0,27.0,congrats year special cinema pas call suprman matrix starwars etc free bx ip pm dont miss,89,16
ham,"Sorry,in meeting I'll call later",32.0,5.0,sorry meeting call later,24,4
ham,What class of  &lt,18.0,4.0,class lt,8,2
ham,Are you free now?can i call now?,32.0,7.0,free call,9,2
ham,Got meh... When?,16.0,3.0,got meh,7,2
ham,Nope... Think i will go for it on monday... Sorry i replied so late,67.0,14.0,nope think go monday sorry replied late,39,7
ham,Some of them told accenture is not confirm. Is it true.,55.0,11.0,told accenture confirm true,27,4
ham,"Kate jackson rec center before 7ish, right?",43.0,7.0,kate jackson rec center ish right,33,6
ham,Dear i have reache room,23.0,5.0,dear reache room,16,3
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",149.0,35.0,fighting world easy either win lose bt fightng close dificult lose lose win still lose,86,15
ham,When can Ì_ come out?,21.0,5.0,come,4,1
ham,Check with nuerologist.,23.0,3.0,check nuerologist,17,2
ham,Lolnice. I went from a fish to ..water.?,40.0,8.0,lolnice went fish water,23,4
spam,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,170.0,27.0,congratulation week competition draw prize claim call c stop sm ppm,67,11
ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,117.0,26.0,waiting car dat bored wat co wait outside got nothing home stuff watch tv wat,77,15
ham,"Maybe westshore or hyde park village, the place near my house?",62.0,11.0,maybe westshore hyde park village place near house,50,8
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,166.0,32.0,know anthony bringing money school fee pay rent stuff like thats need help friend need,86,15
ham,What's the significance?,24.0,3.0,significance,12,1
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,136.0,26.0,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply,83,12
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",99.0,23.0,latest still scrounge ammo want give new ak try,47,9
ham,Prabha..i'm soryda..realy..frm heart i'm sory,45.0,5.0,prabha soryda realy frm heart sory,34,6
ham,Lol ok your forgiven :),23.0,5.0,lol ok forgiven,15,3
ham,No..jst change tat only..,25.0,4.0,jst change tat,14,3
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",148.0,25.0,guaranteed latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw mtmsgrcvd,92,15
ham,S:)no competition for him.,26.0,4.0,competition,11,1
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,146.0,32.0,boltblue tone reply poly mono eg poly cha cha slide yeah slow jamz toxic come stop tone txt,91,18
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,89.0,13.0,credit topped http www bubbletext com renewal pin tgxxrz,56,9
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",168.0,35.0,way transport less problematic sat night way want ask join bday feel free need know definite no booking fri,107,19
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,117.0,20.0,usually person unconscious child adult may behave abnormally call,65,9
ham,But that's on ebay it might be less elsewhere.,46.0,9.0,ebay might less elsewhere,25,4
ham,Shall i come to get pickle,26.0,6.0,shall come get pickle,21,4
ham,Were gonna go get some tacos,28.0,6.0,gon na go get taco,18,5
ham,"That's very rude, you on campus?",32.0,6.0,rude campus,11,2
spam,"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",145.0,24.0,urgent mobile awarded bonus caller prize nd attempt contact call box qu,71,12
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,57.0,13.0,hi ard christmas enjoy merry ma,31,6
spam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",160.0,28.0,today offer claim ur worth discount voucher text yes savamob member offer mobile c sub unsub reply,98,17
ham,Yes! How is a pretty lady like you single?,42.0,9.0,yes pretty lady like single,27,5
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,111.0,20.0,recieve tone within next hr term condition please see channel teletext pg,73,12
ham,Jay says that you're a double-faggot,36.0,6.0,jay say double faggot,21,4
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,146.0,19.0,private account statement show un redeemed point call identifier code expires,77,11
ham,What Today-sunday..sunday is holiday..so no work..,50.0,6.0,today sunday sunday holiday work,32,5
ham,Gudnite....tc...practice going on,33.0,3.0,gudnite tc practice going,25,4
ham,I'll be late...,15.0,3.0,late,4,1
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",177.0,38.0,called hoping malaria know miss guy miss ban big pls give love especially great day,83,15
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",160.0,34.0,good afternoon love go day hope maybe got lead job think boytoy send passionate kiss across sea,95,17
ham,"Probably gonna be here for a while, see you later tonight &lt",61.0,12.0,probably gon na see later tonight lt,36,7
ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,84.0,17.0,maybe fat finger press button know,34,6
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,84.0,15.0,ummmmmaah many many happy return day dear sweet heart happy birthday dear,73,12
ham,"I am in tirupur da, once you started from office call me.",57.0,12.0,tirupur da started office call,30,5
spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,96.0,10.0,www applausestore com monthlysubscription msg max month csc web age stop txt stop,81,13
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",169.0,27.0,famous quote develop ability listen anything unconditionally without losing temper self confidence mean married,111,14
ham,But am going to college pa. What to do. are else ill come there it self. Pa.,76.0,17.0,going college pa else ill come self pa,38,8
ham,4 oclock at mine. Just to bash out a flat plan.,47.0,11.0,oclock mine bash flat plan,26,5
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,130.0,26.0,girl stay bed girl need recovery time id rather pas fun cooped bed,66,13
ham,Then any special there?,23.0,4.0,special,7,1
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,149.0,32.0,know need get hotel got invitation apologise cali sweet come english bloke weddin,81,13
ham,"Sorry that took so long, omw now",32.0,7.0,sorry took long omw,19,4
ham,Wait  &lt,9.0,2.0,wait lt,7,2
ham,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,101.0,22.0,ok give minute think see btw alibi cutting hair whole time,58,11
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",281.0,56.0,imagine finally get sink bath put pace maybe even eat left also imagine feel cage cock surrounded bath water reminding always owns enjoy cuck,141,24
ham,"Hurry up, I've been weed-deficient for like three days",54.0,9.0,hurry weed deficient like three day,35,6
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",120.0,21.0,sure get acknowledgement astoundingly tactless generally faggy demand blood oath fo,83,11
ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,138.0,30.0,ok every night take warm bath drink cup milk see work magic still need loose weight know,88,17
ham,IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book,135.0,28.0,look frying pan case cheap book perhaps silly frying pan likely book,68,12
ham,O. Well uv causes mutations. Sunscreen is like essential thesedays,66.0,10.0,well uv cause mutation sunscreen like essential thesedays,57,8
ham,Having lunch:)you are not in online?why?,40.0,6.0,lunch online,12,2
ham,I know that my friend already told that.,40.0,8.0,know friend already told,24,4
ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?,70.0,14.0,hi princess thank pic pretty,28,5
ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",160.0,32.0,aiyo always ex one dunno abt mei reply first time reply fast lucky workin huh got bao ur sugardad ah gee,104,21
ham,Hi msg me:)i'm in office..,26.0,5.0,hi msg office,13,3
ham,Thanx 4 e brownie it's v nice...,32.0,7.0,thanx brownie nice,18,3
ham,Geeeee ... I love you so much I can barely stand it,51.0,12.0,geeeee love much barely stand,29,5
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,160.0,27.0,gent trying contact last weekend draw show prize guaranteed call claim code valid hr ppm,88,15
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",146.0,34.0,fuck babe miss already know let send money towards net need want crave,70,13
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",103.0,22.0,ill call mrw ninish address icky american freek wont stop callin bad jen eh,75,14
ham,Oooh bed ridden ey? What are YOU thinking of?,45.0,9.0,oooh bed ridden ey thinking,27,5
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",142.0,31.0,anyways go gym whatever love smile hope ok good day babe miss much already,74,14
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,92.0,19.0,love daddy make scream pleasure going slap as dick,50,9
ham,WOT U WANNA DO THEN MISSY?,26.0,6.0,wot wan na missy,16,4
ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,134.0,28.0,yar lor wait mum finish sch lunch lor whole morning stay home clean room room quite clean hee,93,18
ham,Do you know where my lab goggles went,37.0,8.0,know lab goggles went,21,4
ham,Can you open the door?,22.0,5.0,open door,9,2
ham,Waiting for your call.,22.0,4.0,waiting call,12,2
ham,Nope i waiting in sch 4 daddy... ,33.0,7.0,nope waiting sch daddy,22,4
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",69.0,12.0,cash prize claim call,21,4
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",109.0,23.0,tired arguing week week want,28,5
ham,ÌÏ wait 4 me in sch i finish ard 5..,36.0,10.0,wait sch finish ard,19,4
spam,"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321.",100.0,19.0,mobile number claim call u back ring claim hot line,51,10
ham,Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp,115.0,23.0,arngd marriage walkin unfortuntly snake bite bt love marriage dancing frnt snake amp,84,13
ham,Huh so early.. Then Ì_ having dinner outside izzit?,51.0,9.0,huh early dinner outside izzit,30,5
ham,Ok anyway no need to change with what you said,46.0,10.0,ok anyway need change said,26,5
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,149.0,29.0,tried contact reply offer min textand new video phone call reply free delivery tomorrow,87,14
ham,my ex-wife was not able to have kids. Do you want kids one day?,63.0,14.0,ex wife able kid want kid one day,33,8
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,95.0,17.0,scotland hope showing jjc tendency take care live dream,55,9
ham,Tell them u have a headache and just want to use 1 hour of sick time.,69.0,16.0,tell headache want use hour sick time,37,7
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",110.0,23.0,dun thk quit yet hmmm go jazz yogasana oso go meet em lesson den,64,14
ham,"\Pete can you please ring meive hardly gotany credit\""""",55.0,9.0,pete please ring meive hardly gotany credit,43,7
ham,Ya srsly better than yi tho,27.0,6.0,ya srsly better yi tho,22,5
ham,"I'm in a meeting, call me later at",34.0,8.0,meeting call later,18,3
spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",127.0,19.0,ur chance win wkly shopping spree txt shop www txt shop com custcare wk,71,14
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,142.0,24.0,specially selected receive pound award call line close cost ppm c apply ag promo,80,14
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,148.0,21.0,private account statement show un redeemed point call identifier code expires,77,11
ham,You still at grand prix?,24.0,5.0,still grand prix,16,3
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",147.0,28.0,met stranger choose friend long world stand friendship never end let friend forever gud nitz,92,15
ham,I am great! How are you?,24.0,6.0,great,5,1
ham,Gud mrng dear have a nice day,29.0,7.0,gud mrng dear nice day,22,5
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,86.0,13.0,important customer service announcement call freephone,54,6
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,87.0,17.0,exhausted train morning much wine pie sleep well,48,8
ham,I'm going out to buy mum's present ar.,38.0,8.0,going buy mum present ar,24,5
ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,104.0,16.0,mind blastin tsunami occur rajnikant stopped swimming indian ocean,66,9
ham,If u sending her home first it's ok lor. I'm not ready yet.,59.0,13.0,sending home first ok lor ready yet,35,7
ham,Speaking of does he have any cash yet?,38.0,8.0,speaking cash yet,17,3
ham,Be happy there. I will come after noon,38.0,8.0,happy come noon,15,3
ham,Meet after lunch la...,22.0,4.0,meet lunch la,13,3
ham,TaKe CaRE n gET WeLL sOOn,25.0,6.0,take care get well soon,23,5
spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,135.0,17.0,xclusive clubsaisai morow soiree speciale zouk nichols paris free rose lady info,80,12
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,87.0,18.0,meant say cant wait see getting bored bridgwater banter,55,9
ham,Neva mind it's ok..,19.0,4.0,neva mind ok,12,3
ham,"It's fine, imma get a drink or somethin. Want me to come find you?",66.0,14.0,fine imma get drink somethin want come find,43,8
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,140.0,30.0,day kick euro kept date latest news result daily removed send get txt stop,74,14
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,156.0,33.0,valentine game send dis msg ur friend answer someone really love ques colour suit best rply,91,16
ham,I have many dependents,22.0,4.0,many dependent,14,2
ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,107.0,25.0,thanx today cer nice catch ave find time often oh well take care soon,69,14
ham,I called and said all to him:)then he have to choose this future.,65.0,13.0,called said choose future,25,4
ham,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""",149.0,27.0,happy valentine day know early hundred handsomes beauty wish thought finish aunty uncle st,90,14
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,137.0,28.0,like shock leh co telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor,110,21
ham,For my family happiness..,25.0,4.0,family happiness,16,2
ham,I come n pick Ì_ up... Come out immediately aft ur lesson...,60.0,12.0,come pick come immediately aft ur lesson,40,7
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,103.0,19.0,let snow let snow kind weather brings ppl together friendship grow,66,11
ham,Dear we got  &lt,16.0,4.0,dear got lt,11,3
ham,Good words.... But words may leave u in dismay many times.,58.0,11.0,good word word may leave dismay many time,41,8
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,87.0,16.0,make sure alex know birthday fifteen minute far concerned,57,9
ham,"sorry, no, have got few things to do. may be in pub later.",58.0,13.0,sorry got thing may pub later,29,6
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",123.0,22.0,nah straight bring bud drink something actually little useful straight cash,75,11
ham,"Haha good to hear, I'm officially paid and on the market for an 8th",67.0,14.0,haha good hear officially paid market th,40,7
ham,How many licks does it take to get to the center of a tootsie pop?,66.0,15.0,many lick take get center tootsie pop,37,7
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,102.0,23.0,yup thk teacher said make face look longer darren ask cut short,63,12
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,130.0,25.0,new textbuddy chat horny guy ur area free receive search postcode gaytextbuddy com txt one name,95,16
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,150.0,25.0,today vodafone number ending selected receive award number match call receive award,83,12
ham,Please dont say like that. Hi hi hi,35.0,8.0,please dont say like hi hi hi,29,7
ham,Thank u!,8.0,2.0,thank,5,1
ham,Oh that was a forwarded message. I thought you send that to me,62.0,13.0,oh forwarded message thought send,33,5
ham,Got it. Seventeen pounds for seven hundred ml ÛÒ hope ok.,58.0,11.0,got seventeen pound seven hundred ml hope ok,44,8
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",143.0,22.0,dear voucher holder claim week offer pc go http www tlp co uk expressoffer t c apply stop text txt stop,103,21
ham,Me n him so funny...,20.0,5.0,funny,5,1
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",100.0,19.0,sweetheart hope kind day one load reason smile biola,52,9
ham,When Ì_ login dat time... Dad fetching Ì_ home now?,51.0,10.0,login dat time dad fetching home,32,6
ham,"What will we do in the shower, baby?",36.0,8.0,shower baby,11,2
ham,I had askd u a question some hours before. Its answer,53.0,11.0,askd question hour answer,25,4
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",88.0,15.0,well imma definitely need restock thanksgiving let know,55,8
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",133.0,27.0,said kiss kiss sound effect gorgeous man kind person need smile brighten day,76,13
ham,Probably gonna swing by in a wee bit,36.0,8.0,probably gon na swing wee bit,29,6
ham,Ya very nice. . .be ready on thursday,37.0,8.0,ya nice ready thursday,22,4
ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean weÛ÷re in bÛ÷ham. Have a jolly good rest of week,127.0,25.0,allo braved bus taken train triumphed mean ham jolly good rest week,67,12
ham,"Watching cartoon, listening music &amp",38.0,5.0,watching cartoon listening music amp,36,5
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,80.0,17.0,mind ask happened dont say uncomfortable,40,6
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,136.0,20.0,private account statement show un redeemed point call identifier code expires,77,11
ham,No prob. I will send to your email.,35.0,8.0,prob send email,15,3
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",97.0,17.0,cash prize claim call rstm sw s ppm,35,8
ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),66.0,11.0,thats cool sometimes slow gentle sonetimes rough hard,53,8
ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,119.0,23.0,gon na say sorry would normal starting panic time sorry seeing tuesday,70,12
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!",65.0,14.0,wait know wesley town bet hella drug,36,7
ham,Fine i miss you very much.,26.0,6.0,fine miss much,14,3
ham,Did u got that persons story,28.0,6.0,got person story,16,3
ham,Tell them the drug dealer's getting impatient,45.0,7.0,tell drug dealer getting impatient,34,5
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",157.0,37.0,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet send care msg gud evng,106,22
ham,You will be in the place of that man,36.0,9.0,place man,9,2
